date,trip_year,trip_month,trip_day,weekday,n_trips,n_csl_trips,prop_lobster,all_all,csl_all,all_hook_and_line,all_spear_or_hand,all_nets,all_traps,all_unknown,all_diving,all_combined_gears,csl_spear_or_hand,csl_traps,csl_nets,csl_hook_and_line,csl_unknown,csl_diving,csl_combined_gears,year,is_sunday,max_wind_ms,mean_wind_ms,max_gust_ms,max_swh_m,mean_swh_m,population,csl_trips_per_1k,csl_lbs_per_1k,total_annual_trips,total_annual_csl,trip_share_daily,csl_trip_share_daily
2022-08-01,2022,8,1,Monday,6,5,0.833333333,487,165,0,456,0,31,0,0,0,162,3,0,0,0,0,0,2022,0,9.800707536316397,8.092618291451402,12.854985,1.5186471,1.3474482083333332,105413,0.047432479864912294,1.5652718355421058,1637,362,0.0036652412950519244,0.013812154696132596
2022-08-02,2022,8,2,Tuesday,5,0,0,242,0,42,200,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,7.698120563570655,7.120378958405215,10.389503,1.1811129,1.1102556541666666,105413,0,0,1637,362,0.0030543677458766036,0
2022-08-03,2022,8,3,Wednesday,4,0,0,337,0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,8.669643105223562,7.905038711355656,11.2962885,1.3295219,1.2059367666666667,105413,0,0,1637,362,0.002443494196701283,0
2022-08-04,2022,8,4,Thursday,5,0,0,273,0,30,207,0,36,0,0,0,0,0,0,0,0,0,0,2022,0,9.502931372999136,8.648962977530465,13.242918,1.6142622,1.451308425,105413,0,0,1637,362,0.0030543677458766036,0
2022-08-05,2022,8,5,Friday,7,5,0.714285714,625,153,0,592,0,33,0,0,0,153,0,0,0,0,0,0,2022,0,9.769192023115547,9.046473958601615,12.989922,1.6766019,1.5505660291666667,105413,0.047432479864912294,1.4514338838663163,1637,362,0.004276114844227245,0.013812154696132596
2022-08-06,2022,8,6,Saturday,8,3,0.375,648,67,175,153,0,320,0,0,0,67,0,0,0,0,0,0,2022,0,9.529870908725853,8.806121836322127,12.338375,1.732631,1.5220101625,105413,0.02845948791894738,0.6355952301898248,1637,362,0.004886988393402566,0.008287292817679558
2022-08-07,NA,NA,NA,Sunday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1,10.639938382331591,8.831725587569434,14.717257,1.845048,1.6508907541666666,105413,0,0,1637,362,0,0
2022-08-08,2022,8,8,Monday,5,0,0,792,0,30,302,460,0,0,0,0,0,0,0,0,0,0,0,2022,0,9.86169764644715,9.445004243677488,13.480972,1.8844521,1.7692056791666666,105413,0,0,1637,362,0.0030543677458766036,0
2022-08-09,2022,8,9,Tuesday,4,0,0,247,0,30,217,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,11.121926020102183,8.544377174936713,14.920339,1.8372276,1.5747437375,105413,0,0,1637,362,0.002443494196701283,0
2022-08-10,2022,8,10,Wednesday,9,7,0.777777778,736,407,0,550,0,186,0,0,0,257,150,0,0,0,0,0,2022,0,9.161066414124404,8.116712524953634,12.083395,1.5459963,1.4008006416666667,105413,0.06640547181087722,3.8610038610038613,1637,362,0.005497861942577886,0.019337016574585635
2022-08-11,2022,8,11,Thursday,3,0,0,258,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,8.917168504464861,7.218569659195784,11.154636,1.3737463,1.23044055,105413,0,0,1637,362,0.0018326206475259622,0
2022-08-12,2022,8,12,Friday,10,4,0.4,737,125,67,633,0,37,0,0,0,125,0,0,0,0,0,0,2022,0,7.91171336914704,6.861721829910643,10.55555,1.1133436,1.0207876991666667,105413,0.03794598389192984,1.1858119966228073,1637,362,0.006108735491753207,0.011049723756906077
2022-08-13,2022,8,13,Saturday,11,0,0,1020,0,784,112,0,124,0,0,0,0,0,0,0,0,0,0,2022,0,7.360121223681091,5.871165367912092,10.144897,0.9884478,0.8912274591666667,105413,0,0,1637,362,0.006719609040928528,0
2022-08-14,2022,8,14,Sunday,3,0,0,545,0,540,0,5,0,0,0,0,0,0,0,0,0,0,0,2022,1,6.890895157611266,5.26050120692364,8.728619,0.9638367,0.8562172725,105413,0,0,1637,362,0.0018326206475259622,0
2022-08-15,2022,8,15,Monday,5,0,0,1977,0,800,227,950,0,0,0,0,0,0,0,0,0,0,0,2022,0,4.269625266074652,3.2820107755742973,7.3340826,0.7549267,0.73413891,105413,0,0,1637,362,0.0030543677458766036,0
2022-08-16,2022,8,16,Tuesday,8,3,0.375,480,87,120,360,0,0,0,0,0,87,0,0,0,0,0,0,2022,0,3.9974453966354124,2.4174763944794475,4.971503,0.7545222,0.729996405,105413,0.02845948791894738,0.8253251496494739,1637,362,0.004886988393402566,0.008287292817679558
2022-08-17,2022,8,17,Wednesday,9,5,0.555555556,1136,358,534,402,0,200,0,0,0,158,200,0,0,0,0,0,2022,0,4.864769878104847,3.312161057674492,7.698267,0.6915284,0.6599866079166666,105413,0.047432479864912294,3.3961655583277204,1637,362,0.005497861942577886,0.013812154696132596
2022-08-18,2022,8,18,Thursday,6,5,0.833333333,280,167,0,280,0,0,0,0,0,167,0,0,0,0,0,0,2022,0,7.46073603501029,6.368232403054348,9.75799,1.0875413,0.9140455716666667,105413,0.047432479864912294,1.5842448274880707,1637,362,0.0036652412950519244,0.013812154696132596
2022-08-19,2022,8,19,Friday,6,0,0,553,0,0,489,27,37,0,0,0,0,0,0,0,0,0,0,2022,0,8.182827852041141,7.047355029939654,11.824705,1.286173,1.2039930208333334,105413,0,0,1637,362,0.0036652412950519244,0
2022-08-20,2022,8,20,Saturday,8,0,0,808,0,280,148,0,380,0,0,0,0,0,0,0,0,0,0,2022,0,9.23061174756758,7.77873720923661,11.999876,1.442502,1.304326975,105413,0,0,1637,362,0.004886988393402566,0
2022-08-21,NA,NA,NA,Sunday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1,7.469321657156723,5.619992689097882,10.298801,1.1342126,1.0272665133333334,105413,0,0,1637,362,0,0
2022-08-22,2022,8,22,Monday,6,3,0.5,578,66,98,480,0,0,0,0,0,66,0,0,0,0,0,0,2022,0,5.304066124297684,4.302214681099937,7.8829045,0.8497035,0.7967878275,105413,0.02845948791894738,0.6261087342168423,1637,362,0.0036652412950519244,0.008287292817679558
2022-08-23,2022,8,23,Tuesday,6,0,0,369,0,114,188,20,47,0,0,0,0,0,0,0,0,0,0,2022,0,6.894605079493422,5.354919632775158,10.042546,0.93320423,0.8287985425,105413,0,0,1637,362,0.0036652412950519244,0
2022-08-24,2022,8,24,Wednesday,7,0,0,894,0,62,325,507,0,0,0,0,0,0,0,0,0,0,0,2022,0,7.546395277677047,6.995495484690104,10.472892,1.1776892,1.0854215075,105413,0,0,1637,362,0.004276114844227245,0
2022-08-25,2022,8,25,Thursday,7,5,0.714285714,903,405,100,803,0,0,0,0,0,405,0,0,0,0,0,0,2022,0,7.958587817454715,6.5968128384795355,10.645304,1.2175142,1.1606068041666666,105413,0.047432479864912294,3.842030869057896,1637,362,0.004276114844227245,0.013812154696132596
2022-08-26,2022,8,26,Friday,8,3,0.375,2874,99,0,253,2300,321,0,0,0,99,0,0,0,0,0,0,2022,0,7.444888562309834,6.971600455551642,10.243344,1.1188967,1.0839093666666666,105413,0.02845948791894738,0.9391631013252635,1637,362,0.004886988393402566,0.008287292817679558
2022-08-27,2022,8,27,Saturday,4,0,0,396,0,317,40,0,39,0,0,0,0,0,0,0,0,0,0,2022,0,7.516005822454615,6.7234511436014754,10.343591,1.0995533,1.0540202666666667,105413,0,0,1637,362,0.002443494196701283,0
2022-08-28,2022,8,28,Sunday,4,0,0,1175,0,775,0,0,400,0,0,0,0,0,0,0,0,0,0,2022,1,7.879092405353653,6.351514534427109,11.012329,1.1351213,1.0640776883333334,105413,0,0,1637,362,0.002443494196701283,0
2022-08-29,2022,8,29,Monday,3,0,0,119,0,0,82,0,37,0,0,0,0,0,0,0,0,0,0,2022,0,6.930053330040363,6.009978042355933,9.2945595,0.98043597,0.9392172508333333,105413,0,0,1637,362,0.0018326206475259622,0
2022-08-30,2022,8,30,Tuesday,6,0,0,1283,0,71,527,610,75,0,0,0,0,0,0,0,0,0,0,2022,0,7.189016250923349,6.29127654521748,9.698667,1.0889332,1.0140155645833333,105413,0,0,1637,362,0.0036652412950519244,0
2022-08-31,2022,8,31,Wednesday,5,3,0.6,1579,411,19,1560,0,0,0,0,0,411,0,0,0,0,0,0,2022,0,5.649062696006094,4.672063094608516,7.8709903,0.95906585,0.9200027270833333,105413,0.02845948791894738,3.898949844895791,1637,362,0.0030543677458766036,0.008287292817679558
2022-09-01,2022,9,1,Thursday,10,0,0,552,0,108,339,0,105,0,0,0,0,0,0,0,0,0,0,2022,0,6.918918976622603,5.947622629546288,9.3617069999999991,1.0530775000000001,1.0044828058333333,105413,0,0,1637,362,0.006108735491753207,0
2022-09-02,2022,9,2,Friday,8,6,0.75,666,273,203,458,5,0,0,0,0,273,0,0,0,0,0,0,2022,0,8.438058923885158,6.817480031202635,11.188779,1.1907228,1.1291474625,105413,0.05691897583789476,2.5898134006242115,1637,362,0.004886988393402566,0.016574585635359115
2022-09-03,2022,9,3,Saturday,7,4,0.571428571,1082,194,555,416,50,61,0,0,0,194,0,0,0,0,0,0,2022,0,8.21330344533184,6.332485655675504,11.121096,1.3429207,1.2860376166666667,105413,0.03794598389192984,1.8403802187585971,1637,362,0.004276114844227245,0.011049723756906077
2022-09-04,2022,9,4,Sunday,3,0,0,783,0,590,86,50,57,0,0,0,0,0,0,0,0,0,0,2022,1,9.34274391109084,7.4426572401242455,13.347957,1.5444984,1.360495375,105413,0,0,1637,362,0.0018326206475259622,0
2022-09-05,2022,9,5,Monday,7,0,0,1410,0,876,398,136,0,0,0,0,0,0,0,0,0,0,0,2022,0,9.04223023205365,7.129890311485635,12.420546,1.3191552,1.1192017875,105413,0,0,1637,362,0.004276114844227245,0
2022-09-06,2022,9,6,Tuesday,5,0,0,1298,0,1019,117,100,62,0,0,0,0,0,0,0,0,0,0,2022,0,6.403477042276591,4.731848146508469,9.310619,0.9334113,0.8600799729166667,105413,0,0,1637,362,0.0030543677458766036,0
2022-09-07,2022,9,7,Wednesday,9,4,0.444444444,1500,130,962,413,125,0,0,0,0,130,0,0,0,0,0,0,2022,0,5.277692405061956,4.0459994287729595,7.7540846,0.840643,0.8262207025,105413,0.03794598389192984,1.2332444764877197,1637,362,0.005497861942577886,0.011049723756906077
2022-09-08,2022,9,8,Thursday,6,0,0,1349,0,1134,155,60,0,0,0,0,0,0,0,0,0,0,0,2022,0,4.989342320487036,3.96685168512969,7.040831,0.83371574,0.8003965370833334,105413,0,0,1637,362,0.0036652412950519244,0
2022-09-09,2022,9,9,Friday,6,0,0,425,0,140,217,0,68,0,0,0,0,0,0,0,0,0,0,2022,0,5.133354681669142,4.360456051682439,8.30826,0.84152156,0.7949097875,105413,0,0,1637,362,0.0036652412950519244,0
2022-09-10,2022,9,10,Saturday,8,0,0,521,0,144,323,0,54,0,0,0,0,0,0,0,0,0,0,2022,0,6.198325396595312,5.325228365243012,8.497977,1.0956314,0.9568767291666667,105413,0,0,1637,362,0.004886988393402566,0
2022-09-11,2022,9,11,Sunday,4,0,0,348,0,240,108,0,0,0,0,0,0,0,0,0,0,0,0,2022,1,6.197813486130895,5.544180901147936,8.497718,1.016996,0.9913821966666667,105413,0,0,1637,362,0.002443494196701283,0
2022-09-12,2022,9,12,Monday,8,0,0,1768,0,1406,302,60,0,0,0,0,0,0,0,0,0,0,0,2022,0,5.8597668841003125,4.853408096217264,8.473297,1.1196346,1.0348336458333334,105413,0,0,1637,362,0.004886988393402566,0
2022-09-13,2022,9,13,Tuesday,4,0,0,182,0,20,105,0,57,0,0,0,0,0,0,0,0,0,0,2022,0,6.852045141837794,6.138271970215104,8.998337,1.3661628,1.3223977041666666,105413,0,0,1637,362,0.002443494196701283,0
2022-09-14,2022,9,14,Wednesday,4,4,1,652,152,0,331,0,321,0,0,0,142,10,0,0,0,0,0,2022,0,8.23352003270996,7.27564773420258,10.879741,1.598947,1.4881162708333333,105413,0.03794598389192984,1.4419473878933338,1637,362,0.002443494196701283,0.011049723756906077
2022-09-15,2022,9,15,Thursday,5,0,0,786,0,513,273,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,9.00986064114501,8.230042264021845,12.031819,1.6978289,1.5801105708333334,105413,0,0,1637,362,0.0030543677458766036,0
2022-09-16,NA,NA,NA,Friday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,0,10.145685864700585,9.213702466409377,13.423392,2.0970702,1.8050634625,105413,0,0,1637,362,0,0
2022-09-17,2022,9,17,Saturday,4,0,0,318,0,125,193,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,17.269768930652198,13.054481877065891,23.903576,3.9410334,3.03105885,105413,0,0,1637,362,0.002443494196701283,0
2022-09-18,2022,9,18,Sunday,3,0,0,435,0,0,415,20,0,0,0,0,0,0,0,0,0,0,0,2022,1,19.722764024732374,16.09866736668645,26.75377,3.7150605,3.2639907791666665,105413,0,0,1637,362,0.0018326206475259622,0
2022-09-19,2022,9,19,Monday,3,3,1,254,145,0,254,0,0,0,0,0,145,0,0,0,0,0,0,2022,0,11.118487679401053,9.326516866945823,16.862581,2.1522598,1.6633044958333334,105413,0.02845948791894738,1.3755419160824567,1637,362,0.0018326206475259622,0.008287292817679558
2022-09-20,2022,9,20,Tuesday,5,0,0,689,0,543,78,0,68,0,0,0,0,0,0,0,0,0,0,2022,0,7.4394665162153935,6.365176149144248,9.772276,1.181289,1.0816525416666667,105413,0,0,1637,362,0.0030543677458766036,0
2022-09-21,2022,9,21,Wednesday,5,3,0.6,647,127,282,365,0,0,0,0,0,127,0,0,0,0,0,0,2022,0,7.229221795845041,6.197713641753844,9.301336,1.1331177,1.05569482375,105413,0.02845948791894738,1.2047849885687725,1637,362,0.0030543677458766036,0.008287292817679558
2022-09-22,NA,NA,NA,Thursday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,0,9.807441417684526,8.1589792815917,12.900171,1.4189477,1.354535275,105413,0,0,1637,362,0,0
2022-09-23,2022,9,23,Friday,7,0,0,954,0,293,80,55,526,0,0,0,0,0,0,0,0,0,0,2022,0,7.670288951024009,6.2719000646438925,10.402414,1.3429793,1.245267575,105413,0,0,1637,362,0.004276114844227245,0
2022-09-24,2022,9,24,Saturday,4,0,0,386,0,115,271,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,7.041163864899965,6.038485961456168,10.15026,1.1019359,1.0543318,105413,0,0,1637,362,0.002443494196701283,0
2022-09-25,2022,9,25,Sunday,3,0,0,263,0,223,40,0,0,0,0,0,0,0,0,0,0,0,0,2022,1,7.274223691608875,6.689453680532652,10.605962,1.0905783,1.0310785379166667,105413,0,0,1637,362,0.0018326206475259622,0
2022-09-26,2022,9,26,Monday,3,0,0,601,0,435,70,60,36,0,0,0,0,0,0,0,0,0,0,2022,0,7.568306825731546,7.00748046711069,9.877881,1.2056384,1.1413208541666666,105413,0,0,1637,362,0.0018326206475259622,0
2022-09-27,2022,9,27,Tuesday,7,0,0,1037,0,762,120,91,64,0,0,0,0,0,0,0,0,0,0,2022,0,8.760514267820744,7.289316630483294,11.151739,1.3964216,1.2815431,105413,0,0,1637,362,0.004276114844227245,0
2022-09-28,2022,9,28,Wednesday,8,4,0.5,2004,301,765,1169,70,0,0,0,0,301,0,0,0,0,0,0,2022,0,7.94167803875226,6.697451358624468,10.53831,1.2746825,1.2096201958333332,105413,0.03794598389192984,2.8554352878677203,1637,362,0.004886988393402566,0.011049723756906077
2022-09-29,2022,9,29,Thursday,3,0,0,171,0,53,80,0,38,0,0,0,0,0,0,0,0,0,0,2022,0,6.7165499483047455,5.021497716764787,8.815587,1.122227,1.0698985458333334,105413,0,0,1637,362,0.0018326206475259622,0
2022-09-30,2022,9,30,Friday,6,0,0,903,0,293,188,0,422,0,0,0,0,0,0,0,0,0,0,2022,0,5.853930348947704,4.377949515769784,9.588214,1.0722841,1.02429888125,105413,0,0,1637,362,0.0036652412950519244,0
2022-10-01,2022,10,1,Saturday,4,0,0,243,0,105,138,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,6.340997299769778,5.224376206297959,10.041864,0.9838233,0.9261918083333334,105413,0,0,1637,362,0.002443494196701283,0
2022-10-02,2022,10,2,Sunday,3,0,0,922,0,676,156,30,60,0,0,0,0,0,0,0,0,0,0,2022,1,6.206344527557687,4.847866973373458,8.612436,0.9244023,0.8756584125,105413,0,0,1637,362,0.0018326206475259622,0
2022-10-03,2022,10,3,Monday,5,5,1,409,196,0,409,0,0,0,0,0,196,0,0,0,0,0,0,2022,0,5.834483939751493,5.083675183245753,8.058123,0.9452257,0.891967175,105413,0.047432479864912294,1.859353210704562,1637,362,0.0030543677458766036,0.013812154696132596
2022-10-04,2022,10,4,Tuesday,7,4,0.571428571,454,139,33,380,0,41,0,0,0,139,0,0,0,0,0,0,2022,0,7.603013785573739,6.313162538151292,10.106444,1.1150568,0.96573618125,105413,0.03794598389192984,1.318622940244562,1637,362,0.004276114844227245,0.011049723756906077
2022-10-05,2022,10,5,Wednesday,10,7,0.7,1690,212,1178,454,30,28,0,0,0,209,3,0,0,0,0,0,2022,0,8.857946524850059,8.403917346553044,12.352398,1.4374979,1.341414325,105413,0.06640547181087722,2.011137146272281,1637,362,0.006108735491753207,0.019337016574585635
2022-10-06,2022,10,6,Thursday,4,0,0,711,0,617,64,30,0,0,0,0,0,0,0,0,0,0,0,2022,0,9.44108806371204,8.500940234637728,12.642395,1.6971813,1.5016107416666666,105413,0,0,1637,362,0.002443494196701283,0
2022-10-07,2022,10,7,Friday,3,0,0,343,0,0,60,0,283,0,0,0,0,0,0,0,0,0,0,2022,0,7.765614188347897,6.964854163666064,10.65086,1.3382101,1.2251382375,105413,0,0,1637,362,0.0018326206475259622,0
2022-10-08,2022,10,8,Saturday,3,0,0,307,0,140,140,0,27,0,0,0,0,0,0,0,0,0,0,2022,0,7.4484188099304,6.755819412067838,10.232271,1.2110779,1.1546092,105413,0,0,1637,362,0.0018326206475259622,0
2022-10-09,2022,10,9,Sunday,3,0,0,586,0,586,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1,8.898197726460163,6.972562316919365,11.262553,1.1510476,1.0749117666666668,105413,0,0,1637,362,0.0018326206475259622,0
2022-10-10,2022,10,10,Monday,7,0,0,1087,0,864,165,20,38,0,0,0,0,0,0,0,0,0,0,2022,0,7.3275161831214906,5.990068786169266,11.200035,1.1182852,0.9938944058333333,105413,0,0,1637,362,0.004276114844227245,0
2022-10-11,2022,10,11,Tuesday,8,4,0.5,658,135,107,378,0,173,0,0,0,95,40,0,0,0,0,0,2022,0,7.805201008723603,6.916339829728969,10.660336,1.1973056,1.0695511245833333,105413,0.03794598389192984,1.280676956352632,1637,362,0.004886988393402566,0.011049723756906077
2022-10-12,2022,10,12,Wednesday,9,6,0.666666667,997,375,168,503,0,326,0,0,0,266,109,0,0,0,0,0,2022,0,7.657120072461614,6.392085894994388,10.567214,1.1953695,1.089118625,105413,0.05691897583789476,3.5574359898684222,1637,362,0.005497861942577886,0.016574585635359115
2022-10-13,2022,10,13,Thursday,6,5,0.833333333,487,224,51,436,0,0,0,0,0,224,0,0,0,0,0,0,2022,0,7.138206560364266,5.717110991861595,8.95736,1.0715181,1.006960715,105413,0.047432479864912294,2.124975097948071,1637,362,0.0036652412950519244,0.013812154696132596
2022-10-14,2022,10,14,Friday,4,0,0,1100,0,666,87,30,317,0,0,0,0,0,0,0,0,0,0,2022,0,6.086332360325474,5.078794765926323,8.083498,0.89710736,0.8407132525000001,105413,0,0,1637,362,0.002443494196701283,0
2022-10-15,2022,10,15,Saturday,12,0,0,859,0,485,317,0,57,0,0,0,0,0,0,0,0,0,0,2022,0,6.632041141116554,5.799155998717886,8.950374,0.9405173,0.921398095,105413,0,0,1637,362,0.007330482590103849,0
2022-10-16,2022,10,16,Sunday,4,0,0,303,0,189,114,0,0,0,0,0,0,0,0,0,0,0,0,2022,1,6.148938505301676,4.116558290705314,8.6882515,0.9982531,0.9154796516666667,105413,0,0,1637,362,0.002443494196701283,0
2022-10-17,2022,10,17,Monday,7,4,0.571428571,1191,116,794,330,20,47,0,0,0,116,0,0,0,0,0,0,2022,0,3.4340075265837213,2.3323712654058046,5.658978,0.7952229,0.74098854875,105413,0.03794598389192984,1.1004335328659653,1637,362,0.004276114844227245,0.011049723756906077
2022-10-18,2022,10,18,Tuesday,7,6,0.857142857,610,216,36,574,0,0,0,0,0,216,0,0,0,0,0,0,2022,0,5.172432730132992,3.60186485477484,7.82271,0.79890364,0.7398160591666667,105413,0.05691897583789476,2.049083130164211,1637,362,0.004276114844227245,0.016574585635359115
2022-10-19,2022,10,19,Wednesday,4,3,0.75,230,134,37,193,0,0,0,0,0,134,0,0,0,0,0,0,2022,0,6.234710481970352,5.554650687460121,8.88957,0.9643769,0.88109698625,105413,0.02845948791894738,1.2711904603796496,1637,362,0.002443494196701283,0.008287292817679558
2022-10-20,2022,10,20,Thursday,4,0,0,1327,0,1157,140,30,0,0,0,0,0,0,0,0,0,0,0,2022,0,6.86459396250328,6.396139442013739,9.740603,1.1416905,1.0750302254166666,105413,0,0,1637,362,0.002443494196701283,0
2022-10-21,2022,10,21,Friday,6,0,0,607,0,524,43,0,40,0,0,0,0,0,0,0,0,0,0,2022,0,7.289270463617322,6.562237005633139,9.903703,1.1273271,1.0686628916666667,105413,0,0,1637,362,0.0036652412950519244,0
2022-10-22,2022,10,22,Saturday,8,0,0,732,0,577,155,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,7.573412879230671,6.243254519462601,10.686196,1.1853179,1.06710879,105413,0,0,1637,362,0.004886988393402566,0
2022-10-23,2022,10,23,Sunday,5,0,0,320,0,200,110,10,0,0,0,0,0,0,0,0,0,0,0,2022,1,5.835450594488218,4.721425910879071,8.380409,1.1102316,1.0546302708333333,105413,0,0,1637,362,0.0030543677458766036,0
2022-10-24,2022,10,24,Monday,7,5,0.714285714,1133,212,530,522,30,51,0,0,0,212,0,0,0,0,0,0,2022,0,5.669146106834958,4.585956732892342,8.042975,1.1542222,1.1310020958333333,105413,0.047432479864912294,2.011137146272281,1637,362,0.004276114844227245,0.013812154696132596
2022-10-25,2022,10,25,Tuesday,3,0,0,221,0,65,156,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,7.0211654240692125,5.340047747705421,9.61043,1.2348346,1.1545414375,105413,0,0,1637,362,0.0018326206475259622,0
2022-10-26,2022,10,26,Wednesday,7,3,0.428571429,917,112,450,437,30,0,0,0,0,112,0,0,0,0,0,0,2022,0,8.890097443902063,7.155500377248825,11.997567,1.6079143,1.3872530083333334,105413,0.02845948791894738,1.0624875489740355,1637,362,0.004276114844227245,0.008287292817679558
2022-10-27,2022,10,27,Thursday,4,4,1,277,211,0,277,0,0,0,0,0,211,0,0,0,0,0,0,2022,0,9.063190733513245,7.749726453921682,12.833675,1.6984925,1.5206590875,105413,0.03794598389192984,2.001650650299299,1637,362,0.002443494196701283,0.011049723756906077
2022-10-28,2022,10,28,Friday,6,3,0.5,945,302,446,457,0,42,0,0,0,302,0,0,0,0,0,0,2022,0,8.450023165611988,7.506722020558871,11.343837,1.4454768,1.3460364708333332,105413,0.02845948791894738,2.864921783840703,1637,362,0.0036652412950519244,0.008287292817679558
2022-10-29,2022,10,29,Saturday,5,0,0,804,0,403,334,0,67,0,0,0,0,0,0,0,0,0,0,2022,0,9.641576299016569,8.246454956723577,12.709196,1.4853828,1.4047370583333334,105413,0,0,1637,362,0.0030543677458766036,0
2022-10-30,NA,NA,NA,Sunday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1,6.707715235339605,6.130121039815931,10.562052,1.3198286,1.1429650125,105413,0,0,1637,362,0,0
2022-10-31,NA,NA,NA,Monday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,0,5.975079420505245,4.732283361289933,8.876215,0.9930586,0.9122803708333334,105413,0,0,1637,362,0,0
2022-11-01,2022,11,1,Tuesday,9,4,0.444444444,3829,156,3100,529,200,0,0,0,0,156,0,0,0,0,0,0,2022,0,6.997902309165584,6.07201426661015,9.555622,1.094079,1.0213448733333332,105413,0.03794598389192984,1.4798933717852638,1637,362,0.005497861942577886,0.011049723756906077
2022-11-02,2022,11,2,Wednesday,10,6,0.6,1410,234,380,1030,0,0,0,0,0,234,0,0,0,0,0,0,2022,0,7.498344217556933,6.674428058432182,9.868748,1.2502999,1.1630017666666668,105413,0.05691897583789476,2.219840057677896,1637,362,0.006108735491753207,0.016574585635359115
2022-11-03,2022,11,3,Thursday,5,3,0.6,415,165,0,415,0,0,0,0,0,165,0,0,0,0,0,0,2022,0,6.184718988385302,5.376144903308745,8.6622420000000009,1.0726094,1.01130485,105413,0.02845948791894738,1.5652718355421058,1637,362,0.0030543677458766036,0.008287292817679558
2022-11-04,2022,11,4,Friday,13,4,0.307692308,1460,140,538,889,0,33,0,0,0,140,0,0,0,0,0,0,2022,0,8.320356909754533,5.3965079040553885,12.333828,1.2277386,0.99393034875,105413,0.03794598389192984,1.3281094362175443,1637,362,0.00794135613927917,0.011049723756906077
2022-11-05,2022,11,5,Saturday,8,4,0.5,739,97,428,311,0,0,0,0,0,97,0,0,0,0,0,0,2022,0,8.907473840513088,7.285194119106007,16.609684,1.5807519,1.3388450625,105413,0.03794598389192984,0.9201901093792986,1637,362,0.004886988393402566,0.011049723756906077
2022-11-06,NA,NA,NA,Sunday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1,9.523996978111763,7.973235687856993,13.642026,1.7362764,1.5527153333333332,105413,0,0,1637,362,0,0
2022-11-07,2022,11,7,Monday,9,3,0.333333333,1111,162,204,857,0,50,0,0,0,162,0,0,0,0,0,0,2022,0,8.25651089239789,6.702034733054628,11.461021,1.6530236,1.5010728541666667,105413,0.02845948791894738,1.5368123476231583,1637,362,0.005497861942577886,0.008287292817679558
2022-11-08,2022,11,8,Tuesday,10,4,0.4,812,188,192,575,0,45,0,0,0,188,0,0,0,0,0,0,2022,0,7.537954726645244,5.734415784995288,9.373509,1.405401,1.3344078666666666,105413,0.03794598389192984,1.7834612429207022,1637,362,0.006108735491753207,0.011049723756906077
2022-11-09,2022,11,9,Wednesday,8,0,0,1194,0,500,664,30,0,0,0,0,0,0,0,0,0,0,0,2022,0,4.956176776310777,4.106782416164072,8.212058,1.2928632,1.1983116166666667,105413,0,0,1637,362,0.004886988393402566,0
2022-11-10,2022,11,10,Thursday,5,0,0,425,0,0,400,25,0,0,0,0,0,0,0,0,0,0,0,2022,0,6.648972161447675,5.790363447705691,11.052457,1.1966314,1.1443433166666668,105413,0,0,1637,362,0.0030543677458766036,0
2022-11-11,2022,11,11,Friday,8,3,0.375,681,55,0,620,0,61,0,0,0,55,0,0,0,0,0,0,2022,0,7.420967322856721,7.023782683174257,10.970894,1.31694,1.2511238875,105413,0.02845948791894738,0.5217572785140353,1637,362,0.004886988393402566,0.008287292817679558
2022-11-12,2022,11,12,Saturday,10,4,0.4,1095,213,377,654,0,64,0,0,0,213,0,0,0,0,0,0,2022,0,6.978388335560964,6.113370158974461,9.72615,1.3625968,1.3189735166666667,105413,0.03794598389192984,2.020623642245264,1637,362,0.006108735491753207,0.011049723756906077
2022-11-13,NA,NA,NA,Sunday,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,1,7.208099402190073,6.0567482205082195,10.436613,1.4547755,1.3259076583333333,105413,0,0,1637,362,0,0
